Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,76.00862453452238,76.49459099535038,75.648648615468,76.20661163330078,3456700,0.0,0.0
2018-01-03 00:00:00-05:00,76.26061425016016,76.87257132203038,75.83764301234201,76.62059020996094,3078400,0.0,0.0
2018-01-04 00:00:00-05:00,76.74658734242973,77.2145581900624,76.26062078495164,76.96257019042969,2462500,0.0,0.0
2018-01-05 00:00:00-05:00,77.47555144821354,78.06951299839261,77.33156513863747,77.90752410888672,2946300,0.0,0.0
2018-01-08 00:00:00-05:00,78.01549712231852,78.03349283123153,76.85457821726791,77.51152801513672,3251400,0.0,0.0
2018-01-09 00:00:00-05:00,77.57453030557508,77.77251745136287,77.16056030346027,77.44853973388672,2426000,0.0,0.0
2018-01-10 00:00:00-05:00,77.04356823233154,77.54753050084996,76.93557337509003,77.48453521728516,1674600,0.0,0.0
2018-01-11 00:00:00-05:00,77.54754200680482,77.92551376427441,77.27756512260024,77.74552917480469,2647500,0.0,0.0
2018-01-12 00:00:00-05:00,77.86250478664653,78.66345460714025,77.42153781376743,78.27648162841797,2728900,0.0,0.0
2018-01-16 00:00:00-05:00,77.3315512127216,77.92550578996844,76.62960177326113,76.7555923461914,4878300,0.0,0.0
2018-01-17 00:00:00-05:00,77.21454861510315,77.71851081993306,76.91756794469836,77.5835189819336,4083300,0.0,0.0
2018-01-18 00:00:00-05:00,77.43054635585348,77.52053864320305,76.73759132472178,77.23255920410156,4445800,0.0,0.0
2018-01-19 00:00:00-05:00,77.54752686021388,77.64652042487837,76.78258220541868,76.9355697631836,5826900,0.0,0.0
2018-01-22 00:00:00-05:00,74.9197234621377,77.00757614163889,74.15477870989275,76.89058685302734,6374000,0.0,0.0
2018-01-23 00:00:00-05:00,76.65659468347282,77.32254580000703,75.81065213951658,75.97264099121094,5728100,0.0,0.0
2018-01-24 00:00:00-05:00,76.3686244961634,76.63860823694364,75.84665959250655,75.86466217041016,5977700,0.0,0.0
2018-01-25 00:00:00-05:00,76.32361727246462,76.85458341188935,76.09863313300708,76.50360870361328,5201600,0.0,0.0
2018-01-26 00:00:00-05:00,76.2786328299302,78.71746034201183,76.2786328299302,78.36648559570312,6394100,0.0,0.0
2018-01-29 00:00:00-05:00,78.08747802371612,79.49138346968518,77.97949005046682,78.83442687988281,5324500,0.0,0.0
2018-01-30 00:00:00-05:00,77.97050036936919,78.2404840746171,76.68359085749968,77.47553253173828,5388400,0.0,0.0
2018-01-31 00:00:00-05:00,77.84451789811999,78.05150634246039,73.13784633828132,73.29983520507812,10558500,0.0,0.0
2018-02-01 00:00:00-05:00,73.38081778289043,74.57773489007371,73.15583367398997,74.16376495361328,8410700,0.0,0.0
