Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,15.43246476409692,16.000159382084508,15.388372049678201,15.91197395324707,397200,0.0,0.0
2018-01-03 00:00:00-05:00,16.00015568824571,16.231642648315592,15.939527825696716,16.1710147857666,472200,0.0,0.0
2018-01-04 00:00:00-05:00,16.148968380027977,16.204084524751377,15.845831160928809,15.967085838317871,412300,0.0,0.0
2018-01-05 00:00:00-05:00,15.9119701682891,15.98362041795621,15.680483209840993,15.713552474975586,411500,0.0,0.0
2018-01-08 00:00:00-05:00,15.989134323800027,16.215109593751357,15.873390303121981,16.093854904174805,933900,0.0,0.0
2018-01-09 00:00:00-05:00,16.347383490900068,16.678079255601084,16.126919998183673,16.645009994506836,882100,0.0,0.0
2018-01-10 00:00:00-05:00,16.70012525746248,16.898542928651086,16.656032558448665,16.75524139404297,450900,0.0,0.0
2018-01-11 00:00:00-05:00,16.815870449353067,17.02531052180069,16.744219151309682,16.975706100463867,440900,0.0,0.0
2018-01-12 00:00:00-05:00,16.94814935560115,17.411123275756836,16.94814935560115,17.411123275756836,653900,0.0,0.0
2018-01-16 00:00:00-05:00,17.361524940721953,17.818988353125153,17.31743222101787,17.703243255615234,577000,0.0,0.0
2018-01-17 00:00:00-05:00,17.642611323821818,17.8465418139494,17.207195948053872,17.284358978271484,478200,0.0,0.0
2018-01-18 00:00:00-05:00,17.251285713832967,17.52686536454118,17.17412374803561,17.32293701171875,274400,0.0,0.0
2018-01-19 00:00:00-05:00,17.240266040833003,17.526868123736097,17.234754320800796,17.510334014892578,220300,0.0,0.0
2018-01-22 00:00:00-05:00,17.52686650624816,17.940236009237534,17.471751413518653,17.92921257019043,418200,0.0,0.0
2018-01-23 00:00:00-05:00,17.967790943615743,18.12211696533475,17.7914201495132,17.86307144165039,413700,0.0,0.0
2018-01-24 00:00:00-05:00,17.929210130364247,18.210302531549036,17.86858227510848,17.934722900390625,490200,0.0,0.0
2018-01-25 00:00:00-05:00,18.006372101806846,18.248883522979668,17.59300370606684,17.637096405029297,672700,0.0,0.0
2018-01-26 00:00:00-05:00,17.813468229130752,17.929211176368444,17.427657353752192,17.846538543701172,506300,0.0,0.0
2018-01-29 00:00:00-05:00,17.868582286142555,17.94023357898959,17.587491987289923,17.637096405029297,401800,0.0,0.0
2018-01-30 00:00:00-05:00,17.581984326198075,17.659147355630214,17.223730933041434,17.31191635131836,531500,0.0,0.0
2018-01-31 00:00:00-05:00,17.449705958267877,17.62607679239075,17.42214840965609,17.587495803833008,589600,0.0,0.0
2018-02-01 00:00:00-05:00,17.620563118741043,18.105582858802464,17.609540731270286,17.885120391845703,723300,0.0,0.0
2018-02-02 00:00:00-05:00,17.852048005543498,17.852048005543498,17.22923850741562,17.328447341918945,866100,0.0,0.0
2018-02-05 00:00:00-05:00,17.082793057565382,17.34882688546616,16.941285495563836,16.980907440185547,778200,0.826,0.0
2018-02-06 00:00:00-05:00,16.68090896615941,17.145054619252512,16.596004655336156,17.088451385498047,884400,0.0,0.0
2018-02-07 00:00:00-05:00,17.09977253023465,17.388448073714866,16.946945190429688,16.946945190429688,396200,0.0,0.0
2018-02-08 00:00:00-05:00,17.003549272800694,17.139396403602852,16.60166723284608,16.618648529052734,299300,0.0,0.0
2018-02-09 00:00:00-05:00,16.69789308332184,17.014869734475173,16.137523241605088,16.8790225982666,656100,0.0,0.0
2018-02-12 00:00:00-05:00,17.0261889705988,17.52429508905568,17.020528538846033,17.399768829345703,314200,0.0,0.0
2018-02-13 00:00:00-05:00,17.371466262457595,17.495992511502795,17.263920227599495,17.377126693725586,211400,0.0,0.0
2018-02-14 00:00:00-05:00,17.348824852963222,17.807308997841723,17.303542481612467,17.47901153564453,276100,0.0,0.0
