Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-01-02 00:00:00-05:00,90.95831196597781,91.46892321774057,90.85916554547391,91.12686920166016,5215419,0.0,0.0,0.0
2018-01-03 00:00:00-05:00,91.41439231596199,91.51354630168176,90.48240687817022,90.7203598022461,4033141,0.0,0.0,0.0
2018-01-04 00:00:00-05:00,90.72035228975325,91.8407211303711,90.59146270913273,91.8407211303711,3544977,0.0,0.0,0.0
2018-01-05 00:00:00-05:00,91.95971139613928,93.19906060632984,91.4540548003531,92.8024673461914,5438495,0.0,0.0,0.0
2018-01-08 00:00:00-05:00,92.47527671374361,92.70302528410508,91.69201467486198,92.2670669555664,11114059,0.0,0.0,0.0
2018-01-09 00:00:00-05:00,92.06043326276662,92.57824635310176,91.67207724363826,91.89115142822266,4620763,0.4025,0.0,0.0
2018-01-10 00:00:00-05:00,91.6919976809811,91.89115188764666,90.93519802060922,91.70195007324219,3981986,0.0,0.0,0.0
2018-01-11 00:00:00-05:00,91.51275997774864,91.8114913012016,91.1642363017637,91.50279998779297,3150478,0.0,0.0,0.0
2018-01-12 00:00:00-05:00,91.42313047085754,91.76687546087597,90.96506972110772,91.66212463378906,3068271,0.0,0.0,0.0
2018-01-16 00:00:00-05:00,92.01065348526136,92.03056586800668,91.22398141500963,91.52272033691406,3971849,0.0,0.0,0.0
2018-01-17 00:00:00-05:00,91.8612809337313,91.87124092339205,91.20405836655166,91.7816162109375,2907364,0.0,0.0,0.0
2018-01-18 00:00:00-05:00,91.94094449053661,92.62803182349268,91.63224559293708,92.5782470703125,3953032,0.0,0.0,0.0
2018-01-19 00:00:00-05:00,92.67782721213915,93.40475452706355,92.15006170820253,92.96660614013672,5456436,0.0,0.0,0.0
2018-01-22 00:00:00-05:00,92.96660215080037,93.63377709517583,92.71765559568303,93.6039047241211,5266755,0.0,0.0,0.0
2018-01-23 00:00:00-05:00,93.62381876867224,93.72340347028474,92.88693907966544,93.26534271240234,4262570,0.0,0.0,0.0
2018-01-24 00:00:00-05:00,93.4943684609008,93.67361028606408,92.96660297493284,93.43462371826172,4080739,0.0,0.0,0.0
2018-01-25 00:00:00-05:00,93.66365088264804,93.90264504919193,93.26534246623368,93.6835708618164,3937326,0.0,0.0,0.0
2018-01-26 00:00:00-05:00,93.90264679340689,94.50011702637234,93.64374024013159,94.43041229248047,3634491,0.0,0.0,0.0
2018-01-29 00:00:00-05:00,94.01218189694549,94.45032267330434,93.60390589476893,94.10179901123047,3667923,0.0,0.0,0.0
2018-01-30 00:00:00-05:00,93.99226483780684,94.44036561764457,93.59394881281426,94.05200958251953,6086054,0.0,0.0,0.0
2018-01-31 00:00:00-05:00,94.55986326190137,94.99801165170143,94.15159484188011,94.9482192993164,5705620,0.0,0.0,0.0
2018-02-01 00:00:00-05:00,96.04357736044774,97.3978472201,95.57556422126657,96.59126281738281,8997334,0.0,0.0,0.0
2018-02-02 00:00:00-05:00,96.5912698750656,97.13895537201869,95.88426252270119,96.34232330322266,6076612,0.0,0.0,0.0
2018-02-05 00:00:00-05:00,96.42198703835786,97.08916202069942,94.31091739582216,94.98805236816406,8111404,0.0,0.0,0.0
2018-02-06 00:00:00-05:00,94.08189060285453,95.58552240805624,93.22551379859242,94.75902557373047,11414192,0.0,0.0,0.0
2018-02-07 00:00:00-05:00,94.76897325803662,96.0634983900924,94.55985906234994,94.709228515625,5192796,0.0,0.0,0.0
2018-02-08 00:00:00-05:00,94.76897852223422,94.93826036663437,92.53841938042797,92.62803649902344,5383604,0.0,0.0,0.0
2018-02-09 00:00:00-05:00,93.14584634723984,93.37487292932445,90.78583020959812,92.01065063476562,8077137,0.0,0.0,0.0
2018-02-12 00:00:00-05:00,92.36913647417448,93.5242445960779,91.63224916482186,93.2155532836914,5603534,0.0,0.0,0.0
2018-02-13 00:00:00-05:00,92.91681141844522,94.29100128885331,92.65791246663315,93.91259765625,3706265,0.0,0.0,0.0
2018-02-14 00:00:00-05:00,93.69352334537326,94.67935718952297,93.39479203277165,94.12171173095703,3195360,0.0,0.0,0.0
2018-02-15 00:00:00-05:00,94.35075035767557,94.59969692854014,93.76324009711344,94.58973693847656,3174120,0.0,0.0,0.0
2018-02-16 00:00:00-05:00,94.42045415905783,95.52577753053583,94.33083704111189,94.9681396484375,6293656,0.0,0.0,0.0
2018-02-20 00:00:00-05:00,94.90838201188214,95.74484638561779,94.36070415029842,94.66939544677734,5192575,0.0,0.0,0.0
2018-02-21 00:00:00-05:00,94.59969743174308,95.38636951152925,94.37066324254094,94.40054321289062,3757471,0.0,0.0,0.0
2018-02-22 00:00:00-05:00,94.59969367622085,94.88847260016517,93.55411507563784,93.97235107421875,3903340,0.0,0.0,0.0
2018-02-23 00:00:00-05:00,94.18146723591697,94.59969564595998,93.72340646340609,94.30095672607422,3481161,0.0,0.0,0.0
2018-02-26 00:00:00-05:00,94.79884480080106,95.15722968243311,94.52998586505231,94.87850952148438,4652492,0.0,0.0,0.0
2018-02-27 00:00:00-05:00,94.78889844429912,95.09758976004534,93.86281689981406,93.92256164550781,3617010,0.0,0.0,0.0
2018-02-28 00:00:00-05:00,94.00222536979363,94.16154722236172,92.56829071044922,92.56829071044922,5512869,0.0,0.0,0.0
2018-03-01 00:00:00-05:00,92.77740081753204,93.61386519761945,92.06541731289292,92.76744842529297,4106728,0.0,0.0,0.0
2018-03-02 00:00:00-05:00,92.52845402082761,93.38483078041511,92.30937983620113,93.18567657470703,5291364,0.0,0.0,0.0
2018-03-05 00:00:00-05:00,92.956648636623,94.52999279790103,92.78736679069026,94.19142150878906,5725186,0.0,0.0,0.0
2018-03-06 00:00:00-05:00,94.38062122334588,94.80880962228458,94.19141940139153,94.71919250488281,3598561,0.0,0.0,0.0
2018-03-07 00:00:00-05:00,94.101800175717,94.74906275457593,94.05200782455627,94.59969329833984,4320827,0.0,0.0,0.0
2018-03-08 00:00:00-05:00,94.8486399853835,94.85859997507808,94.18146502352354,94.39057922363281,3431867,0.0,0.0,0.0
2018-03-09 00:00:00-05:00,94.55985789888341,94.88846917259607,94.01218003994151,94.85859680175781,5398670,0.0,0.0,0.0
2018-03-12 00:00:00-04:00,95.2867922697274,96.6111822580246,95.18720756319306,96.34232330322266,6434019,0.0,0.0,0.0
2018-03-13 00:00:00-04:00,96.5912632962982,96.6808804093796,95.7149741581032,95.75480651855469,4031315,0.0,0.0,0.0
2018-03-14 00:00:00-04:00,96.12324678146734,96.4618180615598,95.6153936599518,95.9937973022461,3729351,0.0,0.0,0.0
2018-03-15 00:00:00-04:00,95.97387810452399,97.15886619863352,95.83446863430478,96.47177124023438,7311808,0.0,0.0,0.0
2018-03-16 00:00:00-04:00,96.58130541534847,96.67093012763242,95.54568681273884,95.87429809570312,6654177,0.0,0.0,0.0
2018-03-19 00:00:00-04:00,95.8444231455515,95.96392022629993,94.22129435092627,94.64948272705078,4943776,0.0,0.0,0.0
2018-03-20 00:00:00-04:00,94.95818012748055,95.58552274793966,94.1515956729979,94.77893829345703,4226439,0.0,0.0,0.0
2018-03-21 00:00:00-04:00,94.75902403210954,95.36644666049833,94.6096545738434,94.88847351074219,4156346,0.0,0.0,0.0
2018-03-22 00:00:00-04:00,94.6395279313081,94.92830686103,93.44457984998506,93.8628158569336,6552902,0.0,0.0,0.0
2018-03-23 00:00:00-04:00,93.98230229819127,94.13167175316687,92.00566601027913,92.179931640625,6508285,0.0,0.0,0.0
2018-03-26 00:00:00-04:00,93.205592330994,93.77319019478313,92.86702864958298,93.59394836425781,6942596,0.0,0.0,0.0
2018-03-27 00:00:00-04:00,93.673612960469,94.4154764574841,93.1657598417994,93.80306243896484,6171640,0.0,0.0,0.0
2018-03-28 00:00:00-04:00,93.89268715272829,94.56982211187236,93.60390822631797,93.80306243896484,5845380,0.0,0.0,0.0
2018-03-29 00:00:00-04:00,94.02213570258498,94.58973355999333,93.86281385349032,94.18146514892578,4424610,0.0,0.0,0.0
2018-04-02 00:00:00-04:00,94.3109184963345,94.78889925772543,93.77817678241863,94.40054321289062,6033635,0.0,0.0,0.0
2018-04-03 00:00:00-04:00,94.32087249545746,94.83867798993218,93.52424047615452,94.709228515625,5306802,0.0,0.0,0.0
2018-04-04 00:00:00-04:00,94.28103898971534,95.605436476892,93.78314588300947,95.505859375,5360197,0.0,0.0,0.0
2018-04-05 00:00:00-04:00,95.73488675753448,96.18298751845293,95.44113164543802,95.98383331298828,4875524,0.0,0.0,0.0
2018-04-06 00:00:00-04:00,95.79463526652602,96.20291128020239,94.66442333034105,95.11750030517578,12035313,0.0,0.0,0.0
2018-04-09 00:00:00-04:00,95.43000030517578,96.16000366210938,95.15160369873047,95.48999786376953,5656054,0.4025,0.0,0.0
2018-04-10 00:00:00-04:00,95.98999786376953,97.0999984741211,95.58999633789062,96.70999908447266,6493754,0.0,0.0,0.0
2018-04-11 00:00:00-04:00,96.19000244140625,96.91999816894531,95.97000122070312,96.2699966430664,4971527,0.0,0.0,0.0
2018-04-12 00:00:00-04:00,96.58999633789062,96.83999633789062,96.18000030517578,96.33999633789062,5101555,0.0,0.0,0.0
2018-04-13 00:00:00-04:00,96.83999633789062,97.08999633789062,96.51000213623047,96.68000030517578,4603435,0.0,0.0,0.0
2018-04-16 00:00:00-04:00,97.0199966430664,97.62999725341797,96.7699966430664,97.33999633789062,4171098,0.0,0.0,0.0
2018-04-17 00:00:00-04:00,97.44000244140625,97.75,97.05999755859375,97.41000366210938,3284356,0.0,0.0,0.0
2018-04-18 00:00:00-04:00,97.62999725341797,97.6500015258789,96.9800033569336,97.0999984741211,5228489,0.0,0.0,0.0
2018-04-19 00:00:00-04:00,97.0999984741211,97.2300033569336,96.33999633789062,96.58000183105469,3165999,0.0,0.0,0.0
2018-04-20 00:00:00-04:00,96.48999786376953,96.94999694824219,95.44000244140625,96.23999786376953,5882283,0.0,0.0,0.0
2018-04-23 00:00:00-04:00,96.2300033569336,96.36000061035156,95.77999877929688,96.36000061035156,3981763,0.0,0.0,0.0
2018-04-24 00:00:00-04:00,96.36000061035156,96.74500274658203,95.33000183105469,96.04000091552734,3793196,0.0,0.0,0.0
2018-04-25 00:00:00-04:00,95.87000274658203,96.38999938964844,95.37000274658203,96.27999877929688,4075068,0.0,0.0,0.0
2018-04-26 00:00:00-04:00,95.0199966430664,95.11000061035156,93.41999816894531,93.66999816894531,9454933,0.0,0.0,0.0
2018-04-27 00:00:00-04:00,93.63999938964844,94.8949966430664,93.41999816894531,94.5999984741211,7354726,0.0,0.0,0.0
2018-04-30 00:00:00-04:00,94.33999633789062,97.0,93.66000366210938,94.80000305175781,8296992,0.0,0.0,0.0
2018-05-01 00:00:00-04:00,94.80000305175781,94.91000366210938,93.81999969482422,94.2699966430664,3731684,0.0,0.0,0.0
2018-05-02 00:00:00-04:00,94.05999755859375,94.20999908447266,92.65499877929688,93.0199966430664,6701130,0.0,0.0,0.0
2018-05-03 00:00:00-04:00,92.94999694824219,93.0,90.72000122070312,92.18000030517578,8969600,0.0,0.0,0.0
2018-05-04 00:00:00-04:00,91.94999694824219,93.20999908447266,91.51000213623047,93.13999938964844,3507585,0.0,0.0,0.0
2018-05-07 00:00:00-04:00,93.08000183105469,93.2300033569336,92.30999755859375,92.55999755859375,3447533,0.0,0.0,0.0
2018-05-08 00:00:00-04:00,92.3499984741211,92.7699966430664,92.16010284423828,92.44999694824219,4289265,0.0,0.0,0.0
2018-05-09 00:00:00-04:00,92.30000305175781,92.48999786376953,91.51000213623047,92.37999725341797,4525546,0.0,0.0,0.0
2018-05-10 00:00:00-04:00,92.63999938964844,92.80999755859375,92.30999755859375,92.54000091552734,2604306,0.0,0.0,0.0
2018-05-11 00:00:00-04:00,92.76000213623047,93.80999755859375,92.65959930419922,93.80999755859375,4095819,0.0,0.0,0.0
2018-05-14 00:00:00-04:00,93.80000305175781,94.46499633789062,93.79000091552734,94.37999725341797,8000681,0.0,0.0,0.0
2018-05-15 00:00:00-04:00,94.12000274658203,94.45999908447266,93.69000244140625,94.41999816894531,4731000,0.0,0.0,0.0
2018-05-16 00:00:00-04:00,94.48999786376953,94.5199966430664,93.6449966430664,94.19000244140625,3863849,0.0,0.0,0.0
2018-05-17 00:00:00-04:00,94.22000122070312,94.37339782714844,92.77999877929688,92.87999725341797,4710426,0.0,0.0,0.0
2018-05-18 00:00:00-04:00,93.13999938964844,94.44999694824219,92.93000030517578,94.44999694824219,8719518,0.0,0.0,0.0
2018-05-21 00:00:00-04:00,94.47000122070312,94.87999725341797,93.7699966430664,94.73999786376953,3476756,0.0,0.0,0.0
