Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-01-02 00:00:00-05:00,14950.0,15000.0,14800.0,15000.0,12840,0.0,0.0,0.0
2018-01-03 00:00:00-05:00,15000.0,15900.0,15000.0,15700.0,76780,0.0,0.0,0.0
2018-01-04 00:00:00-05:00,15700.0,15700.0,15000.0,15500.0,13960,0.0,0.0,0.0
2018-01-05 00:00:00-05:00,15500.0,15500.0,15000.0,15200.0,12040,0.0,0.0,0.0
2018-01-08 00:00:00-05:00,15200.0,15200.0,14800.0,15200.0,27870,0.0,0.0,0.0
2018-01-09 00:00:00-05:00,15000.0,15200.0,14150.0,15100.0,67760,0.0,0.0,0.0
2018-01-10 00:00:00-05:00,14900.0,15000.0,14600.0,15000.0,20580,0.0,0.0,0.0
2018-01-11 00:00:00-05:00,14700.0,15000.0,14300.0,15000.0,6510,0.0,0.0,0.0
2018-01-12 00:00:00-05:00,15000.0,15000.0,14500.0,15000.0,34760,0.0,0.0,0.0
2018-01-16 00:00:00-05:00,14600.0,14900.0,14500.0,14800.0,14230,0.0,0.0,0.0
2018-01-17 00:00:00-05:00,14400.0,14850.0,14400.0,14800.0,14600,0.0,0.0,0.0
2018-01-18 00:00:00-05:00,14700.0,14700.0,14500.0,14700.0,1040,0.0,0.0,0.0
2018-01-19 00:00:00-05:00,14700.0,14850.0,14400.0,14700.0,7760,0.0,0.0,0.0
2018-01-22 00:00:00-05:00,14700.0,14700.0,14700.0,14700.0,0,0.0,0.0,0.0
2018-01-23 00:00:00-05:00,14700.0,14700.0,14700.0,14700.0,0,0.0,0.0,0.0
2018-01-24 00:00:00-05:00,14700.0,14700.0,14700.0,14700.0,0,0.0,0.0,0.0
2018-01-25 00:00:00-05:00,14600.0,14600.0,14300.0,14300.0,54690,0.0,0.0,0.0
2018-01-26 00:00:00-05:00,14400.0,14500.0,14400.0,14400.0,3710,0.0,0.0,0.0
2018-01-29 00:00:00-05:00,14200.0,14200.0,14100.0,14150.0,44600,0.0,0.0,0.0
2018-01-30 00:00:00-05:00,14150.0,14150.0,13800.0,13950.0,17960,0.0,0.0,0.0
2018-01-31 00:00:00-05:00,13900.0,14800.0,13900.0,14600.0,21110,0.0,0.0,0.0
2018-02-01 00:00:00-05:00,14500.0,14500.0,14100.0,14500.0,58570,0.0,0.0,0.0
2018-02-02 00:00:00-05:00,14500.0,14600.0,14200.0,14600.0,16500,0.0,0.0,0.0
2018-02-05 00:00:00-05:00,14600.0,14600.0,14100.0,14400.0,24760,0.0,0.0,0.0
2018-02-06 00:00:00-05:00,13600.0,14300.0,13400.0,14300.0,13950,0.0,0.0,0.0
2018-02-07 00:00:00-05:00,14300.0,14300.0,13900.0,14250.0,11420,0.0,0.0,0.0
2018-02-08 00:00:00-05:00,13700.0,14200.0,13700.0,14200.0,25010,0.0,0.0,0.0
2018-02-09 00:00:00-05:00,13600.0,14100.0,13600.0,14100.0,19670,0.0,0.0,0.0
2018-02-12 00:00:00-05:00,14100.0,14350.0,13600.0,14350.0,14840,0.0,0.0,0.0
2018-02-13 00:00:00-05:00,14000.0,15350.0,14000.0,15350.0,16130,0.0,0.0,0.0
2018-02-14 00:00:00-05:00,15350.0,15350.0,15350.0,15350.0,0,0.0,0.0,0.0
2018-02-15 00:00:00-05:00,15350.0,15350.0,15350.0,15350.0,0,0.0,0.0,0.0
2018-02-16 00:00:00-05:00,15350.0,15350.0,15350.0,15350.0,0,0.0,0.0,0.0
2018-02-20 00:00:00-05:00,15350.0,15350.0,15350.0,15350.0,0,0.0,0.0,0.0
2018-02-21 00:00:00-05:00,15500.0,15700.0,15000.0,15300.0,10110,0.0,0.0,0.0
2018-02-22 00:00:00-05:00,14550.0,15100.0,14550.0,15000.0,1310,0.0,0.0,0.0
2018-02-23 00:00:00-05:00,15200.0,15300.0,15100.0,15300.0,2900,0.0,0.0,0.0
2018-02-26 00:00:00-05:00,15300.0,15300.0,14500.0,15000.0,4430,0.0,0.0,0.0
2018-02-27 00:00:00-05:00,14500.0,15000.0,14500.0,15000.0,3730,0.0,0.0,0.0
2018-02-28 00:00:00-05:00,14500.0,14900.0,14500.0,14800.0,564000,0.0,0.0,0.0
2018-03-01 00:00:00-05:00,14800.0,14950.0,14800.0,14800.0,3410,0.0,0.0,0.0
2018-03-02 00:00:00-05:00,14700.0,14700.0,14200.0,14200.0,13490,0.0,0.0,0.0
2018-03-05 00:00:00-05:00,14500.0,14700.0,14200.0,14700.0,10880,0.0,0.0,0.0
2018-03-06 00:00:00-05:00,14700.0,14900.0,14100.0,14900.0,15320,0.0,0.0,0.0
2018-03-07 00:00:00-05:00,14400.0,14850.0,14200.0,14850.0,8950,0.0,0.0,0.0
2018-03-08 00:00:00-05:00,14700.0,14800.0,14400.0,14800.0,8410,0.0,0.0,0.0
2018-03-09 00:00:00-05:00,14950.0,14950.0,14300.0,14700.0,4670,0.0,0.0,0.0
2018-03-12 00:00:00-04:00,14700.0,14700.0,14200.0,14600.0,21530,0.0,0.0,0.0
2018-03-13 00:00:00-04:00,14400.0,14500.0,14000.0,14000.0,8630,0.0,0.0,0.0
